organismo,proveedor,monto,fecha_licitacion,fecha_adjudicacion,objeto_licitacion,estado,dias_adjudicacion
CENTRO DEPARTAMENTAL DE DURAZNO,FARMACO URUGUAYO S.A.,230000.0,,2025-03-12,R/210577030019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MACHADO CLAUSEN ANA PAULA,1041150.0,,2025-02-21,R/219809310019,ACTIVE,
INSTITUTO NACIONAL DE COLONIZACIÓN,COOPERATIVA AGRARIA DE RESPONSABILIDAD LIMITADA LA ESCOBILLA FRAY MARCOS,78970.0,,2025-04-04,R/070180770013,ACTIVE,
BANCO HIPOTECARIO DEL URUGUAY,PUEBLO CHICO S R L,6377050.0,,2025-11-24,R/110131480018,ACTIVE,
INSTITUTO URUGUAYO DE METEOROLOGIA INUMET,YOME S R L,3338172.0,,2025-01-07,R/212561650019,ACTIVE,
JEFATURA DE POLICÍA DE SALTO,CENTRO CAR SRL,737705.0,,2025-11-20,R/160139330011,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,NG-ENERGIA S.R.L.,860000.0,,2025-07-21,R/216532440012,ACTIVE,
JEFATURA DE POLICÍA DE DURAZNO,PACA FERROCAR SRL,14991786.0,,2025-08-01,R/050127650012,ACTIVE,
DIRECCIÓN DE EDUCACIÓN,ADIB LOMANDO RICARDO ARIEL,109090909.0,,2025-10-01,R/070047880016,ACTIVE,
JEFATURA DE POLICÍA DE MONTEVIDEO,HERRACOR S A,256000.0,,2025-10-16,R/210256520011,ACTIVE,
COMANDO GENERAL DEL EJÉRCITO,KRASIS SOCIEDAD DE RESPONSABILIDAD LIMITADA,198000.0,,2025-09-18,R/212292480012,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,GABANEL SOCIEDAD ANONIMA,253260.0,,2025-01-09,R/215123650012,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SALTO,PROADIA S.A,2.98359e+16,,2025-02-10,R/218487590010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ROSANO BENITEZ STELLA MARIS,84000.0,,2025-10-21,R/190031020013,ACTIVE,
INSTITUTO NAL.DE REUMATALOGÍA PROF.DR. MOISÉS MIZRAJI,EMME SISTEMAS SOCIEDAD ANONIMA,24700.0,,2025-11-19,R/211601480013,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,DENERSOL SAS,4080000.0,,2025-01-15,R/219400840018,ACTIVE,
JEFATURA DE POLICÍA DE DURAZNO,SILVERA PACHECO CAMILA ESTEFANIA,1.36065575e+16,,2025-02-28,R/150615650018,ACTIVE,
DIRECCIÓN DE DESARROLLO SOCIAL,CENTRO DE EDUCACION POPULAR,379810590.0,,2025-06-04,R/080140950018,ACTIVE,
DIRECCIÓN GRAL .DESARR.RURAL,BENVENUTO PINELA MICHEL FABRICIO,62000.0,,2025-12-17,R/217736010014,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD POLICIAL,JEFATURA DE POLICIA DE SALTO,3916825.0,,2024-12-31,T/04018,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,GASAÑOL PEDREIRA ANGEL ANDRES,468000.0,,2025-01-20,R/030255150018,ACTIVE,
FACULTAD DE DERECHO,LUSSAL S R L,205810.0,,2025-03-27,R/213536720015,ACTIVE,
INTENDENCIA DE CANELONES,PONS RODRIGUEZ JUAN PABLO,270000.0,,2025-03-14,R/020222010015,ACTIVE,
CENTRO AUXILIAR DE BELLA UNIÓN,GOMSIL LIMITADA,27100.0,,2025-10-31,R/216267070011,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,SARASOLA GARCIA MARIELA MARLEN,485000.0,,2025-05-27,R/120344330010,ACTIVE,
DIRECCIÓN GENERAL IMPOSITIVA,RODRIGUEZ SANCHEZ ANA ROSEMARIE,600000.0,,2024-12-30,R/216962990018,ACTIVE,
COMISIÓN ADMINISTRATIVA DEL PODER LEGISLATIVO,FIDEICOMISO 53.383/2012,12295082.0,,2025-08-07,R/217091530013,ACTIVE,
PRESIDENCIA DE LA REPÚBLICA Y UNIDADES DEPENDIENTES,BELLI MUNDEMURRA VERONICA PAOLA,2450000.0,,2025-09-02,R/219199300015,ACTIVE,
DIRECCIÓN NACIONAL DE CULTURA,COLLAZO OTERO GUILLERMO DAVID,31500.0,,2025-01-14,R/215525140019,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,ASM S.A.,2014130.0,,2025-10-31,R/215069730017,ACTIVE,
INTENDENCIA DE FLORIDA,IPPES RIOS ELBIO FEDERICO,1939081968.0,,2023-08-16,R/150592760017,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,COOPERATIVA SOCIAL ECOCLEAN,2324100.0,,2024-12-13,R/216704860014,ACTIVE,
OFICINA NACIONAL DEL SERVICIO CIVIL,SISTEMA FLAMINGO S.R.L,39181.0,,2025-04-25,R/217085050013,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,BERRY MEGAN ALICIA,600000.0,,2025-05-23,R/219192530015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DEKANIL SOCIEDAD ANONIMA,32624.0,,2025-06-25,R/213744190015,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,LLADO GELABERT ALEJANDRA GABRIELA,90000.0,,2025-03-11,R/214177320012,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,CUTUMED SRL,1460800.0,,2025-08-14,R/140295130011,ACTIVE,
DIRECCIÓN GENERAL DEL REGISTRO DE ESTADO CIVIL,SANCHEZ FERNANDEZ MATIAS EZEQUIEL Y RODRIGUEZ SANTANA NICOLAS,1245600.0,,2025-02-20,R/170366640019,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,GZ PERFORACIONES SAS,260000.0,,2025-08-22,R/220207830018,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,HYUNDAI FIDOCAR SOCIEDAD ANONIMA,144188525.0,,2024-12-27,R/212625630013,ACTIVE,
HOSPITAL DEL CERRO,CAMERIL SA,34000.0,,2025-02-24,R/214338280017,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,ACLAN S.A.,40163935.0,,2025-07-17,R/213808530016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,IRTELUR S A,300000.0,,2024-06-14,R/213304790014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SCALABRINI DE MAINE JORGE DANIEL,59800.0,,2025-03-21,R/212319150018,ACTIVE,
CONTADURÍA GENERAL DE LA NACIÓN,BAZAR Y FERRETERIA SORIANO S.A.S,104035.0,,2025-07-30,R/212549030014,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,DISTRICOMP S A,23800.0,,2025-06-11,R/212363900019,ACTIVE,
SERVICIO NACIONAL DE SANGRE,GUERRA ARELLANO JUAN GABRIEL,130566393.0,,2025-08-04,R/217539150018,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,CAMACHO COITINO MARIA CECILIA,9163125.0,,2025-04-21,R/140196760017,ACTIVE,
HOSPITAL MACIEL,CERAMICAS CASTRO S A,291445.0,,2025-11-20,R/212040370018,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,FERNANDEZ RIOS BERNARDA M,2640000.0,,2025-07-22,R/150752250011,ACTIVE,
DIRECCIÓN GENERAL FORESTAL,TORTORELLA CASANOVA RAMIRO MARCELO,112500.0,,2025-12-29,R/120132410010,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,POESIE S A,6025000.0,,2025-09-09,R/213724020017,ACTIVE,
CENTRO AUXILIAR DE PANDO,BARBIRI S.R.L,946722.0,,2025-06-12,R/110223140019,ACTIVE,
INSTITUTO NACIONAL DE INCLUSION SOCIAL ADOLESCENTE,STARMAC SOCIEDAD ANONIMA,911473.0,,2025-10-09,R/120205010017,ACTIVE,
ADMINISTRACIÓN NACIONAL DE TELECOMUNICACIONES,,,,2025-03-27,,CANCELLED,
INTENDENCIA DE MONTEVIDEO,RIOTY S A,16200000.0,,2025-10-17,R/213014030017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MUIÑO LIMA KEVIN LEANDRO,3580000.0,,2025-05-16,R/219420060018,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,BADESUR SOCIEDAD ANONIMA,286069.0,,2025-06-17,R/214771440017,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,MOREIRA MOAS LEONEL GUSTAVO,22000.0,,2025-09-09,R/218300490017,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,MARTINEZ SPINETTI ALEJANRA,86000.0,,2025-03-18,R/218972330017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SARITEL S A,2500.0,,2025-03-31,R/211055180017,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA DE ESTADO,CERAMICAS CASTRO S A,4072510.0,,2025-12-09,R/212040370018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CLEAR COMPANY S.A.S,912000.0,,2025-11-24,R/218856110014,ACTIVE,
ADMINISTRACIÓN NACIONAL DE TELECOMUNICACIONES,,,,2025-04-24,,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",MANMEC S.R.L.,278000.0,,2025-11-12,R/217191540010,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SORIANO,MARTINEZ CASAFUZ DIEGO A,2620000.0,,2025-07-10,R/150533570010,ACTIVE,
FACULTAD DE QUÍMICA,FUNDACION CIENCIAS EXACTAS,3000.0,,2025-03-07,X/ARG30-64390899-5,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,IJASA,109520.0,,2024-07-29,R/210213890011,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,JUL GOMEZ MARISOL,11718000.0,,2025-02-13,R/214885530015,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,EGITUR SOCIEDAD ANONIMA,105931.0,,2025-03-11,R/214534520017,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,L.C.L. SHIPCHANDLERS LTDA.,131600.0,,2025-01-22,R/211486960011,ACTIVE,
INTENDENCIA DE CANELONES,CREAR COMUNICACION SAS EN FORMACION,3000000.0,,2025-02-06,R/219795490015,ACTIVE,
HOSPITAL -CENTRO GERIÁTRICO DR. LUIS PIÑEIRO DEL CAMPO,RODRIGUEZ LOPEZ RICARDO LUIS,39000.0,,2025-06-30,R/214817480016,ACTIVE,
UNIDAD REGULADORA DE SERVICIOS DE COMUNICACIONES (URSEC),LA BUONORA AGUERRE RAFAEL,108070.0,,2024-12-19,R/216843160011,ACTIVE,
SERVICIO NACIONAL DE ORTOPEDIA Y TRAUMATOLOGÍA,HEBA LTDA.,251856362.0,,2025-01-10,R/211229400017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,APRAHAMIAN KELEK S A,60004.0,,2025-06-24,R/210527280011,ACTIVE,
FACULTAD DE VETERINARIA,UNIVERSAL LAB LTDA,1820334.0,,2024-03-11,R/212582600010,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,MACHIN CHARLIN SEBASTIAN ANDRES,18600.0,,2025-03-21,R/218234630014,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL LITORAL NORTE,M&H S.A.S,1332000.0,,2024-12-11,R/216133830011,ACTIVE,
ADMINISTRACIÓN DE SERVICIOS DE SALUD DEL ESTADO,SPANO BENTANCUR GASTON GABRIEL,961270.0,,2025-09-17,R/216580340014,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,COMISION HONORARIA PARA LA SALUD CARDIOVASCULAR (L,50000.0,,2025-07-25,R/214573260012,ACTIVE,
COMANDO GENERAL DE LA ARMADA,AEROMARINE S.A.,69000.0,,2025-10-06,R/210652540015,ACTIVE,
JEFATURA DE POLICÍA DE DURAZNO,LIPA S.R.L.,76229508.0,,2025-10-13,R/050077160017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,INTERAGROVIAL S A,11759.0,,2025-05-19,R/210065430018,ACTIVE,
JEFATURA DE POLICÍA DE MALDONADO,A TODO COLOR PINTURAS S.A.,67460.0,,2025-01-28,R/216378550011,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SALTO,LIBRERIAS DEL LITORAL S A,7418035000000001.0,,2025-10-08,R/180055170018,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",ELECTRICA FERREIRA S.R.L.,103750.0,,2025-09-08,R/180122120013,ACTIVE,
CENTRO DEPARTAMENTAL DE SALTO,EMME SISTEMAS SOCIEDAD ANONIMA,191580.0,,2025-11-05,R/211601480013,ACTIVE,
JEFATURA DE POLICÍA DE FLORIDA,OLIVERA SOBRERA LEONARDO JOSE,2528688.0,,2025-09-25,R/215411990013,ACTIVE,
INTENDENCIA DE MONTEVIDEO,RIENZI RODRIGUEZ DIEGO RICARDO,457700.0,,2025-08-07,R/217920290016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CALFANI RODRIGUEZ DANIEL EDGARDO,2902000.0,,2025-02-27,R/211627420018,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,CARESANI AULET MARCELO ANDRES Y GALLO CHIALVO ANA PAULA,17487360.0,,2025-02-20,R/040513440010,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,SAMMEL S A,70980000.0,,2025-08-29,R/211494810015,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RÍO NEGRO,COOPERATIVA SOCIAL TRES ALAMOS,27032544.0,,2024-12-16,R/130170290016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GURISES UNIDOS,10419200.0,,2025-07-04,R/214803350018,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,HEY''''DI URUGUAYA S A,10401632.0,,2025-03-13,R/210969640013,ACTIVE,
HOSPITAL DE SAN CARLOS,LABORATORIOS RIXDAL S.A.,199800.0,,2025-11-25,R/213335340010,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,VOGELS URUGUAY S.A.S,36000.0,,2025-05-12,R/218818010016,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,SANQUILCO SOCIEDAD ANONIMA,845000.0,,2025-04-08,R/217009690015,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,MENDEZ CECILIO ADRIANA,52440000.0,,2025-03-17,R/219866730013,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,ALDABA ACUÑA HORACIO ALEJANDRO,477623.0,,2025-09-02,R/180221940019,ACTIVE,
MINISTERIO DE RELACIONES EXTERIORES,,,,,,UNSUCCESSFUL,
COMANDO GENERAL DE LA ARMADA,CIGROL SA,129400.0,,2025-08-26,R/216668840012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SOLE SANCHEZ AZOR ENRIQUE,150000.0,,2025-12-11,R/211822790015,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE PAYSANDÚ,SANIN KARAYEKOV EDUARDO JAVIER,39000.0,,2025-01-03,R/120172270015,ACTIVE,
ADMINISTRACIÓN DE LOS FERROCARRILES DEL ESTADO,ANTUNEZ SEVESO MONICA ANDREA.,144729508.0,,2025-08-05,R/110163470018,ACTIVE,
DIRECCIÓN NACIONAL DE VIALIDAD,FERNANDEZ PEÑA SERGIO ANDRES,6558840.0,,2025-11-26,R/150990990012,ACTIVE,
INSTITUTO NACIONAL DE INCLUSION SOCIAL ADOLESCENTE,BONAUDI VARON SILVIA BETTINA,2656000.0,,2025-10-15,R/213274340016,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,NOVOPHAR SA,1.6672319999999998e+16,,2025-05-29,R/213437810016,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,MASTROGIOVANNI CIOMEI ANIBAL S,214500.0,,2025-05-08,R/215759410012,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,RONDACROM S A,1461145.0,,2025-01-24,R/211476510013,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,EL TIMBO LTDA.,566570.0,,2024-12-06,R/180114340018,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,ROCHA TOUR S R L,222727271.0,,2025-05-21,R/150079060016,ACTIVE,
MINISTERIO DE RELACIONES EXTERIORES,DRIVEN URUGUAY S.R.L.,3800.0,,2025-02-06,R/218334090011,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,ABASTO DE CARNES SATURNO SA,70738675.0,,2024-12-09,R/110175450017,ACTIVE,
INTENDENCIA DE COLONIA,DEL PLATA DISTRIBUCIONES SRL,1942614.0,,2024-12-19,R/040511150015,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,RODRIGUEZ LORENZO JOSE ANTONIO,21850.0,,2025-09-03,R/210101200013,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,SANTANA BALIN JORGE ENRIQUE,30000.0,,2025-03-14,R/212855780017,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,ARALU SOCIEDAD ANONIMA,2465840.0,,2025-11-10,R/217251340012,ACTIVE,
DIRECCIÓN NACIONAL DE AGUAS (DINAGUA),GAGLIANO FERNANDEZ JAVIER LUIS,180000.0,,2025-02-11,R/215149490012,ACTIVE,
CENTRO DEPARTAMENTAL DE MALDONADO,SAGRIN S A,3.517760000000001e+16,,2025-09-18,R/210139110011,ACTIVE,
INTENDENCIA DE PAYSANDÚ,SAN FRANCISCO COMERCIAL E INDUSTRIAL SOCIEDAD ANON,241531.0,,2025-09-30,R/080005550015,ACTIVE,
INTENDENCIA DE FLORES,TEJERA TAFFURA LUIS IGNACIO,5.23278688516e+16,,2025-03-24,R/060059410012,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,KEPLER LAB SAS BIC,62500.0,,2025-05-16,R/219661190017,ACTIVE,
HOSPITAL MACIEL,NEUROFISIO S.R.L.,917000.0,,2025-09-01,R/218545810014,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RÍO NEGRO,ALVAREZ LIMITADA,1081966.0,,2025-11-06,R/120073700011,ACTIVE,
CENTRO AUXILIAR DE RÍO BRANCO,INOVAMED SAS,185475.0,,2025-01-10,R/219517320014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA DE TRABAJO COMPROMISO SOCIAL,13782459.0,,2025-04-03,R/215146320019,ACTIVE,
DIRECCIÓN NACIONAL DE ADUANAS,SILVA GONZALEZ SILVANA MABEL,1576000.0,,2025-12-11,R/200107910015,ACTIVE,
CENTRO AUXILIAR DE PANDO,PROMOTORA FARMACEUTICA SOCIEDAD DE RESPONSABILIDAD,5339928.0,,2025-11-14,R/211905380019,ACTIVE,
MINISTERIO DE RELACIONES EXTERIORES,ANLUX SOCIEDAD ANONIMA,3300.0,,2025-10-07,R/215368460011,ACTIVE,
INTENDENCIA DE PAYSANDÚ,VIROMANA SAS,121240.0,,2025-09-30,R/220203020011,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,FIOTEJ SRL,3720000.0,,2025-08-26,R/217832700018,ACTIVE,
CENTRO DEPARTAMENTAL DE LAVALLEJA,FARMACO URUGUAYO S.A.,75600.0,,2025-01-14,R/210577030019,ACTIVE,
DIRECCIÓN DE DESARROLLO SOCIAL,COOPERATIVA REBOOT,414846912.0,,2025-05-28,R/218177730019,ACTIVE,
INSTITUTO DEL NIÑO Y ADOLESCENTE DEL URUGUAY INAU,SURF S.A.,983607.0,,2025-12-23,R/212062150010,ACTIVE,
DIREC.SISTEMA DE ATENCIÒN INTEGRAL PERSONAS PRIVAD. LIBERTAD,LABORATORIO GADOR S A,1.9716e+16,,2025-03-10,R/211014180012,ACTIVE,
INTENDENCIA DE CANELONES,REBOIRAS FERNANDE JORGE NELSON,780000.0,,2024-11-14,R/020357800014,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,KEY MEDICAL SOCIEDAD ANONIMA,210000.0,,2025-03-18,R/214804920012,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA DE ESTADO,HAMFER LTDA.,2.3262000000000004e+16,,2025-12-11,R/212486230011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PEREIRA ESCUDERO KAREN NATALY,3580000.0,,2025-09-10,R/219668620017,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,WORLD BUSINESS AEROSPACE INC,1365132.0,,2025-04-02,X/USAP12000051198,ACTIVE,
HOSPITAL -CENTRO GERIÁTRICO DR. LUIS PIÑEIRO DEL CAMPO,GRANJA LA FAMILIA LIMITADA,49180325.0,,2025-03-18,R/110020890013,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,CID GOMEZ ALFREDO GABRIEL,190000.0,,2025-03-31,R/216960490018,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,GARDIOL AGUIAR PABLO MARTIN,72000.0,,2025-04-02,R/216798250010,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,CALTILUX SOCIEDAD ANONIMA,627040983.0,,2025-05-30,R/214774270015,ACTIVE,
HOSPITAL DE SAN CARLOS,LABORATORIO GADOR S A,66000.0,,2025-06-02,R/211014180012,ACTIVE,
DIRECCIÓN NACIONAL DE ASUNTOS SOCIALES,BIOERIX SA,162390696.0,,2024-11-18,R/213168300014,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,LABORATORIO LIBRA SOCIEDAD ANONIMA,439446.0,,2025-03-17,R/212730570017,ACTIVE,
FISCALIA GENERAL DE LA NACIÓN,CABRERA FERREIRA CARLOS ARIEL,140000.0,,2025-01-28,R/190301210014,ACTIVE,
CENTRO AUXILIAR DE PANDO,OFIPANDO S R L,12286885.0,,2025-08-05,R/110116420018,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,IRIZAGA DAVILA GONZALO CARMELO,681820.0,,2025-08-20,R/160259440019,ACTIVE,
CENTRO AUXILIAR DE CARMELO,COOPERATIVA SOCIAL COCINA,75065000.0,,2025-06-02,R/040431550017,ACTIVE,
"INST.NAL.DONAC.YTRASP.CÉLULAS,TEJ.Y ORGANOS",EVERCLAN S.A.,188000.0,,2025-12-10,R/218641140016,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,PEREZ FERNANDEZ ELBIO ROBERT,1725521.0,,2025-10-22,R/212527290013,ACTIVE,
CENTRO DEPARTAMENTAL DE TREINTA Y TRES,INGENIATICA SRL,277661376.0,,2025-03-19,R/215333190018,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,FERRECAR SOCIEDAD COLECTIVA,2424017.0,,2025-11-06,R/020007580015,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,ELECTROMEDICAL S A,1.6850000000000002e+16,,2025-10-23,R/213790700012,ACTIVE,
INTENDENCIA DE PAYSANDÚ,EL AURA S.R.L.,5737750.0,,2025-07-03,R/120301470015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DALMEDO SILVA PATRICIA LILIAN,2271727.0,,2025-02-13,R/215387580019,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,MEDEIROS ANDREA,3195960.0,,2025-09-10,R/150622810017,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,TEXTILA LTDA,471100.0,,2025-05-26,R/211039930015,ACTIVE,
DIRECCIÓN NACIONAL DE HIDROGRAFÍA,BRAZUNA CALISTRO FERMIN,7320000.0,,2025-10-21,R/150841670016,ACTIVE,
"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",BRACHO SALVATIERRA AGUSTIN ALEJANDRO,60436364.0,,2025-10-01,R/212723640013,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,SANCHEZ FAGIAN GINO FRANCO,1110655737.0,,2025-10-27,R/100372510015,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,F.M. TANGO S.A,551639344.0,,2025-10-10,R/213292750018,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,ALVEZ MARTINEZ SANDRA VERONICA,6016818.0,,2025-12-24,R/020206300012,ACTIVE,
JEFATURA DE POLICÍA DE TACUAREMBÓ,RODRIGUEZ NUÑEZ MARCOS ANDRES,2595081.0,,2025-08-26,R/190263570012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA DE LAS ARTES DEL URUGUAY SUPLEMENTADA,109030.0,,2025-04-22,R/216822560010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,,,,2025-08-01,,CANCELLED,
BANCO DE PREVISIÓN SOCIAL,SIEMBRASUR S A,943217.0,,2025-06-17,R/213258960013,ACTIVE,
SERVICIO NACIONAL DE ORTOPEDIA Y TRAUMATOLOGÍA,SETARIL SOCIEDAD ANONIMA,23800.0,,2025-11-26,R/214002370010,ACTIVE,
CENTRO DEPARTAMENTAL DE PAYSANDÚ,COVIDIEN URUGUAY SOCIEDAD ANONIMA,561600.0,,2025-05-07,R/215437870015,ACTIVE,
DIRECCIÓN GENERAL DE CASINOS,HRU S.A.,7905600.0,,2025-09-08,R/214575780013,ACTIVE,
HOSPITAL ESPECIALIZADO DE OJOS,VIDALER S A,809475.0,,2025-05-22,R/212661030012,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,PEREZ MORATORIO GUSTAVO ROMAN,8606557.0,,2025-10-07,R/060090240018,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,FLEITAS ARAUJO GILMAR,100000.0,,2025-04-23,R/030123150010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DE OLIVERA RISSOTTO KIM YAQUIL,80000.0,,2025-11-25,R/218489940019,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,VARELA HNOS. SOCIEDAD ANONIMA,23100.0,,2025-04-24,R/210090180011,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,LEONEL DOMINGUEZ S R L,1741914.0,,2025-06-17,R/211160370017,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,DORELO CASTALDELLI RODRIGO,500000.0,,2025-10-13,R/218636460016,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,ROLCON S.A.,1282140.0,,2025-06-05,R/213809880010,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,HIDROMECANICA LESA S A,1080144.0,,2024-05-13,R/211711030012,ACTIVE,
COMANDO GENERAL DEL EJÉRCITO,PERLEI SAS,705000.0,,2025-08-19,R/211519860010,ACTIVE,
HOSPITAL MACIEL,MEGALABS URUGUAY S A,2340000.0,,2025-02-12,R/210231300018,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,ADEYCO SAS,779730.0,,2025-03-21,R/190323550012,ACTIVE,
INTENDENCIA DE CANELONES,CRUZ DE LOS CAMINOS S.R.L.,4473000.0,,2025-10-07,R/110404950012,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,BIOERIX SA,780000.0,,2025-05-29,R/213168300014,ACTIVE,
DIRECCIÓN NACIONAL DE ADUANAS,RIVERO COITIÑO GUSTAVO MATIAS,463934.0,,2025-07-22,R/150816440010,ACTIVE,
CENTRO DEPARTAMENTAL DE SALTO,SPEFAR S A,48405.0,,2025-02-04,R/210156430010,ACTIVE,
FACULTAD DE QUÍMICA,ELECO S A,79120.0,,2025-03-21,R/211110890017,ACTIVE,
